source_ip,destination_ip,bytes,packets,unique_dest_ips,total_bytes,packet_rate,timestamp,is_anomaly
70.198.73.155,70.242.234.1,3618,61,3,10854,8.19,2024-09-22 10:47:43,0
34.131.30.111,182.226.119.193,3208,47,2,6416,8.91,2024-10-17 15:27:04,0
96.46.201.17,162.36.149.146,5692,51,1,5692,11.57,2024-10-16 06:49:48,0
186.255.209.228,125.0.160.78,4931,44,5,24655,13.21,2024-10-15 11:08:28,0
76.239.211.177,195.123.1.198,5527,40,3,16581,4.76,2024-10-11 10:52:46,0
75.244.224.68,178.219.27.158,2803,67,3,8409,9.19,2024-10-16 06:08:03,0
149.229.117.43,205.65.92.62,4281,45,1,4281,10.58,2024-10-11 04:14:36,0
98.64.185.185,15.3.181.176,8056,55,2,16112,10.22,2024-10-11 12:25:32,0
150.92.161.35,120.38.84.104,5785,55,3,17355,8.9,2024-10-08 15:17:17,0
129.130.71.60,59.146.232.84,4891,48,1,4891,10.68,2024-10-15 07:28:41,0
208.182.1.178,98.73.218.216,4636,59,3,13908,8.98,2024-10-16 09:31:22,0
126.174.249.33,218.187.18.223,3028,59,4,12112,13.72,2024-09-26 11:00:27,0
112.156.43.104,112.80.194.99,5487,52,1,5487,13.28,2024-09-29 01:54:22,0
115.148.139.71,23.244.180.240,5588,42,4,22352,8.79,2024-09-26 14:31:07,0
212.34.158.254,204.105.247.59,5534,44,5,27670,10.6,2024-09-23 00:27:31,0
78.52.70.25,50.248.236.236,5796,62,3,17388,13.63,2024-09-28 01:17:52,0
189.52.159.2,165.80.9.7,6632,64,4,26528,10.35,2024-09-28 18:12:39,0
118.184.198.13,180.145.116.116,6912,51,4,27648,10.94,2024-09-29 15:20:08,0
221.168.172.111,8.13.146.113,6523,53,1,6523,12.76,2024-09-18 18:32:12,0
195.73.201.138,111.146.147.94,4185,33,5,20925,14.36,2024-10-06 00:29:29,0
56.19.179.233,11.131.51.165,5690,52,5,28450,12.3,2024-10-10 22:18:21,0
149.36.195.116,97.125.168.143,5583,62,5,27915,10.64,2024-09-20 15:29:10,0
1.29.221.80,202.204.44.133,3218,44,2,6436,8.02,2024-09-19 06:39:17,0
103.255.20.146,88.243.240.80,5943,54,1,5943,11.04,2024-10-14 16:21:04,0
15.178.94.191,185.209.230.45,4530,44,1,4530,12.37,2024-09-22 12:06:02,0
101.238.60.68,81.227.89.211,6013,60,2,12026,10.44,2024-10-15 21:11:10,0
182.245.43.65,15.34.39.21,5650,56,2,11300,11.36,2024-09-26 03:55:55,0
42.137.185.4,112.72.188.17,3913,49,3,11739,8.31,2024-09-25 13:03:15,0
50.109.5.105,35.159.58.175,4200,36,1,4200,9.71,2024-09-24 12:08:22,0
216.41.149.126,177.190.6.161,6450,38,4,25800,10.56,2024-10-12 08:36:37,0
172.115.102.42,139.42.61.208,4885,48,1,4885,9.42,2024-09-21 09:14:12,0
94.108.75.16,33.251.96.173,4995,33,1,4995,8.88,2024-10-01 15:47:21,0
116.77.71.190,210.26.14.118,5194,64,2,10388,9.2,2024-10-10 04:47:57,0
185.150.240.7,173.69.132.152,3877,33,2,7754,10.2,2024-10-01 18:43:51,0
97.91.117.202,59.77.31.253,4228,43,2,8456,9.92,2024-09-30 06:40:20,0
90.93.143.241,187.218.168.148,5120,61,3,15360,10.65,2024-10-05 17:38:37,0
64.158.216.154,214.107.251.149,3229,49,1,3229,14.64,2024-09-20 03:49:35,0
156.168.66.110,46.33.201.226,5719,51,2,11438,9.47,2024-10-03 18:57:12,0
211.7.90.161,172.58.179.132,5844,38,2,11688,12.11,2024-10-13 05:21:12,0
139.42.137.176,70.201.67.76,6032,48,5,30160,9.01,2024-09-22 13:49:40,0
193.193.205.96,116.42.208.151,5404,48,5,27020,10.44,2024-10-01 18:40:22,0
213.192.237.212,18.34.10.159,17305,260,26,449930,91.99,2024-09-19 01:31:55,1
78.217.241.139,121.101.33.229,3862,32,1,3862,11.1,2024-09-19 13:30:15,0
80.202.77.189,152.51.7.29,4360,52,2,8720,10.28,2024-10-06 06:36:46,0
147.9.58.223,146.183.167.97,4645,56,2,9290,11.17,2024-10-08 01:10:21,0
106.204.148.56,6.70.221.244,3845,38,1,3845,10.84,2024-10-12 20:26:47,0
49.215.146.22,110.67.13.205,4739,52,4,18956,10.11,2024-10-04 13:17:34,0
178.99.34.169,202.57.93.195,6564,56,3,19692,7.38,2024-10-05 03:20:14,0
16.92.65.213,74.127.123.189,2139,49,3,6417,8.9,2024-10-02 05:41:54,0
167.15.112.21,208.118.56.84,5294,51,3,15882,10.43,2024-09-17 22:53:34,0
211.116.206.210,111.127.236.76,20124,202,42,845208,115.24,2024-09-18 10:29:40,1
71.139.114.158,220.174.138.255,5698,59,1,5698,7.63,2024-09-18 15:22:25,0
139.109.137.252,155.33.191.232,5478,54,5,27390,10.1,2024-09-19 03:45:37,0
113.229.122.252,43.244.219.76,4051,21,3,12153,10.47,2024-10-02 12:41:56,0
82.3.227.181,5.63.172.126,3572,50,4,14288,11.06,2024-10-12 18:25:17,0
216.128.224.89,187.20.163.116,17852,119,34,606968,96.75,2024-10-14 23:23:50,1
170.151.0.170,35.70.81.24,5630,42,4,22520,12.66,2024-10-02 17:59:43,0
33.145.39.149,78.190.36.170,4807,33,3,14421,6.76,2024-10-09 19:53:26,0
130.250.224.176,12.100.186.253,6724,50,5,33620,10.54,2024-09-25 15:35:05,0
200.129.90.165,168.234.234.17,4781,44,5,23905,7.45,2024-09-30 02:33:12,0
199.229.185.155,42.80.1.228,5130,57,1,5130,10.33,2024-10-05 04:45:34,0
207.89.171.94,22.196.77.149,7427,66,4,29708,6.4,2024-10-01 13:42:32,0
171.125.198.41,30.164.231.152,5565,53,4,22260,10.54,2024-10-10 18:36:20,0
62.217.142.252,156.44.229.140,5477,55,4,21908,12.95,2024-10-02 11:05:12,0
89.253.53.32,70.153.84.120,3744,52,2,7488,9.03,2024-09-27 19:44:44,0
209.233.244.245,150.224.194.26,4153,44,2,8306,10.08,2024-09-20 14:31:39,0
192.23.244.191,126.48.61.90,4275,47,4,17100,12.32,2024-09-21 23:44:55,0
192.103.74.227,189.142.153.251,5247,61,4,20988,8.2,2024-09-20 20:36:30,0
178.11.141.201,65.189.45.35,6242,63,4,24968,9.87,2024-10-09 08:44:39,0
98.96.120.136,2.212.181.248,4089,34,2,8178,11.22,2024-10-16 09:56:19,0
68.103.82.15,206.48.50.7,5593,51,2,11186,8.36,2024-09-18 01:26:17,0
199.25.83.118,86.24.202.50,7841,40,5,39205,14.26,2024-10-07 12:03:00,0
62.147.112.186,39.18.158.135,4175,46,5,20875,12.82,2024-09-25 21:14:30,0
162.73.173.123,80.64.243.228,5638,55,1,5638,7.65,2024-09-29 03:57:18,0
149.27.50.125,152.20.233.142,5552,46,2,11104,11.24,2024-10-16 05:51:40,0
215.230.211.120,191.170.55.186,4816,38,3,14448,11.17,2024-10-03 02:57:16,0
192.203.149.88,89.182.121.46,7575,39,3,22725,7.92,2024-10-05 08:20:29,0
92.186.87.5,128.0.216.239,3576,27,5,17880,11.6,2024-09-20 08:03:49,0
130.16.207.33,50.82.120.154,4678,64,2,9356,8.08,2024-09-18 01:33:38,0
125.38.183.159,13.135.70.187,6126,45,2,12252,8.88,2024-09-24 01:20:01,0
86.166.179.184,128.169.29.219,5234,53,5,26170,11.38,2024-10-13 17:51:03,0
138.194.30.87,201.17.146.22,3823,50,5,19115,10.03,2024-10-14 02:48:30,0
185.27.77.196,117.24.79.248,5969,38,5,29845,12.17,2024-10-13 20:15:18,0
183.13.117.55,109.149.125.214,5949,50,5,29745,10.34,2024-10-14 04:38:16,0
195.209.107.51,184.164.94.15,5756,51,3,17268,9.6,2024-09-21 15:01:08,0
203.3.26.104,114.85.150.229,5753,52,3,17259,11.65,2024-09-30 11:30:04,0
115.39.18.26,221.130.76.37,4899,50,5,24495,5.1,2024-10-17 03:21:14,0
202.219.146.80,195.158.144.209,6067,55,1,6067,8.42,2024-09-19 04:01:54,0
193.179.16.38,12.188.188.46,5095,40,4,20380,7.76,2024-09-27 09:31:25,0
15.200.118.12,211.161.119.158,4723,64,3,14169,11.17,2024-09-17 21:19:36,0
42.54.178.12,113.71.91.4,5661,36,1,5661,8.49,2024-09-20 20:32:59,0
25.210.6.12,125.119.62.169,3150,49,4,12600,8.69,2024-09-19 02:04:15,0
134.61.233.27,32.74.191.130,3204,44,1,3204,10.08,2024-10-04 05:20:55,0
187.100.62.21,176.150.230.49,5028,60,1,5028,11.62,2024-10-03 08:06:06,0
67.217.12.129,121.231.74.181,5930,36,3,17790,11.25,2024-09-19 22:12:08,0
32.145.49.155,122.235.56.170,2683,56,2,5366,11.17,2024-09-22 12:44:12,0
208.219.5.140,162.139.59.105,5273,25,4,21092,14.87,2024-10-09 17:47:05,0
153.169.188.171,198.81.164.69,5254,40,4,21016,6.78,2024-10-08 00:22:07,0
174.226.216.118,59.70.48.218,5551,43,3,16653,9.35,2024-09-23 06:35:31,0
36.220.118.244,221.69.1.68,5972,44,4,23888,14.05,2024-10-13 04:14:08,0
74.10.10.205,55.110.87.158,4206,45,5,21030,6.93,2024-09-24 18:13:28,0
196.153.173.130,205.75.7.166,4041,58,3,12123,8.56,2024-10-08 16:41:27,0
14.45.45.105,40.128.94.53,4604,46,2,9208,12.75,2024-09-20 11:39:31,0
201.154.58.37,69.114.142.215,5439,46,5,27195,13.57,2024-10-08 00:59:43,0
107.96.182.64,185.227.47.220,4815,40,3,14445,11.68,2024-09-19 04:49:01,0
64.125.41.169,75.26.152.70,5095,43,2,10190,11.8,2024-10-03 08:13:27,0
128.176.125.106,142.11.252.189,4620,54,4,18480,11.92,2024-10-15 09:09:59,0
177.111.110.202,116.14.161.208,4806,47,3,14418,6.87,2024-10-06 00:57:02,0
101.64.139.70,122.195.222.101,4364,46,1,4364,13.27,2024-10-09 02:08:59,0
221.144.166.71,21.245.193.109,4872,34,3,14616,13.47,2024-10-11 05:34:01,0
8.94.172.184,136.148.148.144,7533,48,2,15066,10.05,2024-09-27 00:49:00,0
105.6.222.42,178.172.10.175,3605,56,2,7210,8.92,2024-09-28 19:08:19,0
201.4.217.85,160.138.228.32,4205,50,2,8410,8.57,2024-10-03 01:28:37,0
139.44.20.191,211.49.53.31,5688,53,1,5688,11.45,2024-10-12 19:50:13,0
189.91.144.178,130.186.34.61,4409,48,2,8818,8.51,2024-10-14 08:20:17,0
174.61.162.140,72.235.6.62,3831,60,5,19155,9.16,2024-09-26 15:13:27,0
75.137.11.133,124.199.231.206,4500,62,4,18000,11.41,2024-09-21 01:19:40,0
75.17.237.203,25.157.235.185,4275,36,1,4275,9.47,2024-10-11 01:51:11,0
124.160.162.4,181.116.180.161,4779,51,5,23895,6.73,2024-10-11 18:55:54,0
148.212.196.98,200.140.177.79,5633,74,5,28165,12.98,2024-09-19 06:11:16,0
79.185.195.85,179.30.218.233,3463,60,4,13852,7.74,2024-10-16 04:34:40,0
88.34.172.122,131.242.57.98,6671,50,4,26684,9.55,2024-09-20 00:17:07,0
160.197.130.83,148.202.47.131,5144,54,5,25720,9.98,2024-09-21 09:52:34,0
7.39.152.75,11.68.211.14,5934,51,3,17802,13.12,2024-09-28 00:58:08,0
126.224.106.247,45.242.43.251,5193,41,4,20772,8.37,2024-10-16 14:19:53,0
89.182.5.244,56.139.48.233,4007,53,2,8014,12.46,2024-10-05 18:57:57,0
37.33.235.49,87.44.111.183,4456,42,4,17824,9.37,2024-09-20 15:49:51,0
216.135.172.243,203.96.9.41,5971,54,4,23884,7.63,2024-09-19 20:48:01,0
42.11.131.118,122.165.132.219,5790,59,2,11580,8.1,2024-10-02 09:09:51,0
201.228.148.59,187.56.244.204,4355,48,5,21775,10.99,2024-09-28 00:24:17,0
131.115.57.239,60.28.65.87,5792,48,2,11584,11.66,2024-09-30 08:40:13,0
144.250.109.25,17.201.169.4,4251,38,5,21255,8.48,2024-10-17 01:13:10,0
167.235.195.130,165.113.135.115,4001,62,2,8002,11.61,2024-09-26 20:06:07,0
92.34.181.243,191.53.80.70,6177,38,5,30885,11.83,2024-10-02 12:00:47,0
134.11.159.79,17.29.194.215,4567,55,2,9134,10.53,2024-09-29 06:55:38,0
74.175.182.58,58.235.221.39,5169,55,4,20676,12.91,2024-10-14 21:52:19,0
50.133.218.49,119.143.93.29,5487,59,2,10974,9.04,2024-10-05 01:14:52,0
197.208.167.43,166.125.30.203,5397,60,1,5397,11.42,2024-09-19 23:52:14,0
139.64.89.3,214.114.234.228,3508,64,5,17540,9.51,2024-09-22 06:31:19,0
188.35.40.241,222.109.219.26,5550,32,2,11100,7.37,2024-10-13 12:41:20,0
13.167.126.66,47.54.25.44,5615,48,4,22460,9.87,2024-09-20 01:25:56,0
195.181.44.93,172.183.243.108,3863,41,2,7726,9.84,2024-09-23 05:45:14,0
159.109.132.49,162.93.21.36,6651,57,2,13302,6.66,2024-09-19 05:23:07,0
6.161.255.85,161.227.141.83,3273,50,3,9819,7.33,2024-09-21 00:11:17,0
218.9.3.53,165.65.153.22,7775,63,4,31100,7.02,2024-10-10 03:37:32,0
191.195.77.62,164.225.87.9,5189,44,4,20756,8.51,2024-10-16 10:08:20,0
4.199.38.3,178.34.94.75,4977,35,5,24885,12.55,2024-10-10 12:54:51,0
51.82.67.180,209.210.231.216,3205,56,5,16025,9.92,2024-10-16 12:11:23,0
73.234.20.203,152.91.75.252,4649,42,5,23245,9.72,2024-09-24 01:16:42,0
128.188.188.159,163.126.246.33,5348,43,2,10696,11.25,2024-09-25 14:44:39,0
73.93.114.50,193.59.6.142,4970,52,2,9940,9.84,2024-09-27 15:51:54,0
137.221.83.32,81.68.176.169,5360,70,2,10720,10.25,2024-10-11 15:52:43,0
41.77.21.51,61.241.236.63,6480,38,1,6480,12.2,2024-10-04 14:36:16,0
106.6.95.26,13.2.201.194,5382,34,2,10764,11.25,2024-09-26 12:33:30,0
4.202.45.170,64.107.229.178,5546,44,5,27730,7.83,2024-10-13 06:33:59,0
46.6.8.98,78.240.25.162,6624,42,3,19872,12.7,2024-10-07 11:14:43,0
33.25.88.185,44.235.243.9,4560,53,4,18240,12.17,2024-09-23 04:52:40,0
115.251.55.196,125.224.218.93,11001,185,42,462042,104.08,2024-09-22 19:54:23,1
87.193.1.23,195.169.43.72,3881,29,5,19405,7.02,2024-09-30 17:52:10,0
93.0.202.246,179.250.242.185,5477,44,5,27385,8.22,2024-09-25 02:55:57,0
169.174.212.85,100.255.180.71,6694,41,2,13388,10.19,2024-09-20 22:09:39,0
106.108.118.184,117.217.4.180,5208,60,3,15624,10.98,2024-10-09 13:48:31,0
217.117.205.84,188.44.136.68,21262,160,37,786694,72.58,2024-10-13 00:17:43,1
101.13.179.63,32.41.142.186,4449,60,2,8898,11.28,2024-09-18 15:55:50,0
75.148.129.70,76.242.202.217,5397,39,5,26985,13.14,2024-09-21 03:14:28,0
138.99.166.244,187.185.188.43,5015,58,4,20060,8.37,2024-10-02 18:54:21,0
101.7.63.250,177.149.253.26,5595,56,2,11190,8.35,2024-10-01 22:47:35,0
105.36.156.145,207.105.241.41,2978,58,3,8934,10.25,2024-09-29 00:07:53,0
23.105.196.244,223.108.247.136,4616,42,2,9232,12.49,2024-09-28 01:37:48,0
186.227.169.129,201.128.83.22,4477,63,5,22385,12.53,2024-09-18 01:24:09,0
98.39.202.20,156.254.189.112,3549,64,3,10647,11.65,2024-10-07 08:55:47,0
72.115.209.46,74.83.4.88,3771,43,2,7542,12.92,2024-09-22 14:51:47,0
136.105.241.15,209.157.75.200,3453,73,2,6906,10.72,2024-10-05 16:16:56,0
164.153.11.207,41.139.176.173,20322,183,10,203220,129.99,2024-10-15 01:50:42,1
212.225.237.127,168.146.133.215,22496,180,14,314944,101.23,2024-10-15 04:10:58,1
167.158.72.170,83.255.222.95,6154,22,4,24616,14.14,2024-09-22 18:48:50,0
14.80.189.197,160.169.3.119,5862,24,5,29310,9.01,2024-10-09 10:06:17,0
93.210.183.190,36.0.5.222,4737,29,4,18948,9.96,2024-10-12 14:08:23,0
34.20.114.29,123.148.196.93,5818,41,5,29090,7.03,2024-09-24 21:41:02,0
112.52.175.104,9.27.251.97,5924,53,5,29620,9.21,2024-09-29 11:42:03,0
193.34.223.115,156.250.89.154,3938,60,4,15752,9.71,2024-10-10 23:44:49,0
155.6.117.254,38.9.154.213,5369,67,4,21476,11.35,2024-10-16 00:27:32,0
124.253.172.43,70.26.224.202,4763,47,4,19052,11.08,2024-10-10 13:42:44,0
129.226.94.87,163.228.132.182,3930,48,2,7860,9.43,2024-10-13 15:51:17,0
36.87.205.3,120.19.215.135,5675,35,2,11350,6.86,2024-09-30 05:29:32,0
92.34.159.176,89.216.216.35,5544,63,4,22176,5.34,2024-10-02 03:58:10,0
216.34.172.107,189.124.35.63,5331,50,3,15993,7.97,2024-09-27 03:16:14,0
112.162.62.207,77.222.57.138,6198,48,2,12396,10.91,2024-09-24 10:31:55,0
83.176.147.182,11.9.122.59,7639,56,5,38195,8.54,2024-09-30 22:27:34,0
187.254.248.61,184.178.249.224,3358,69,2,6716,9.61,2024-10-11 18:52:05,0
31.144.207.199,20.240.168.249,4709,48,4,18836,10.85,2024-09-20 22:08:41,0
60.249.80.48,216.172.149.86,5567,55,3,16701,9.9,2024-10-07 20:31:37,0
90.136.165.226,57.151.165.157,5159,46,2,10318,10.79,2024-10-17 04:07:03,0
31.223.82.41,99.207.70.172,6478,51,2,12956,11.93,2024-10-02 07:05:37,0
16.42.182.212,204.13.208.248,4783,48,2,9566,13.17,2024-09-28 01:17:01,0
105.32.118.164,75.48.115.179,6671,49,5,33355,10.13,2024-09-22 12:23:53,0
24.154.107.174,42.157.75.67,5310,48,3,15930,11.7,2024-09-21 12:22:50,0
121.200.90.244,149.127.207.201,5497,64,1,5497,7.14,2024-10-09 03:25:36,0
152.178.159.220,144.195.237.48,4899,48,3,14697,10.87,2024-09-18 19:02:17,0
42.221.60.227,111.30.53.254,4036,57,3,12108,10.93,2024-10-17 17:02:41,0
144.128.75.185,41.242.255.26,4500,46,4,18000,12.52,2024-10-11 16:10:15,0
113.160.91.117,6.170.26.215,4521,43,1,4521,8.13,2024-10-17 16:25:40,0
42.162.37.13,73.238.62.20,3970,56,5,19850,8.18,2024-10-04 04:04:14,0
16.206.120.13,21.250.181.35,4565,53,2,9130,7.42,2024-10-05 00:35:55,0
147.66.64.233,99.215.197.224,4602,63,5,23010,9.52,2024-10-06 17:38:26,0
14.19.35.233,75.18.210.19,3385,57,4,13540,9.41,2024-10-15 01:30:30,0
164.18.203.64,135.177.52.159,4570,44,4,18280,8.57,2024-10-09 20:54:37,0
104.151.23.50,219.132.111.148,5028,55,5,25140,8.02,2024-10-04 18:45:39,0
136.104.249.243,62.214.138.235,5397,40,1,5397,10.67,2024-10-01 19:12:25,0
173.250.122.36,98.18.235.117,3143,45,5,15715,11.72,2024-10-02 09:22:48,0
63.149.157.232,11.77.64.50,5339,67,5,26695,9.26,2024-10-05 02:30:39,0
152.190.154.106,184.82.112.129,6290,39,2,12580,14.37,2024-09-18 19:59:31,0
192.91.50.67,186.20.125.74,7526,57,2,15052,8.52,2024-10-15 22:13:06,0
22.185.217.228,180.70.0.208,4962,36,4,19848,10.17,2024-09-23 17:22:08,0
188.248.113.207,191.53.255.62,5809,57,5,29045,8.41,2024-10-02 02:54:31,0
27.49.6.162,89.241.25.157,5316,49,2,10632,10.37,2024-09-24 19:51:39,0
91.106.215.30,164.110.219.181,4581,50,1,4581,10.84,2024-09-30 02:38:25,0
200.135.218.114,148.221.45.197,5053,56,3,15159,11.47,2024-10-06 08:11:38,0
78.179.7.18,75.165.94.144,4778,69,4,19112,13.09,2024-10-04 01:35:29,0
82.102.50.104,108.119.124.237,4842,49,2,9684,13.93,2024-09-26 06:15:40,0
45.116.60.30,217.134.140.205,3798,39,2,7596,11.74,2024-09-20 23:43:11,0
37.197.127.62,126.126.158.76,6631,48,2,13262,11.79,2024-10-07 17:58:36,0
212.62.243.97,8.211.96.1,7081,67,1,7081,11.48,2024-09-24 02:02:17,0
166.28.215.253,163.146.44.210,5776,62,2,11552,9.79,2024-09-25 14:09:43,0
71.32.139.149,177.71.112.0,3530,58,5,17650,7.86,2024-10-06 01:37:15,0
25.144.155.60,4.228.189.184,6427,44,5,32135,10.21,2024-10-14 20:39:28,0
162.37.30.199,132.39.174.99,6060,41,3,18180,7.2,2024-10-08 02:47:27,0
64.159.92.204,106.40.249.54,5260,46,1,5260,9.53,2024-09-26 04:19:13,0
221.25.222.242,219.79.133.54,4811,56,3,14433,9.03,2024-10-16 12:56:35,0
30.145.3.173,220.81.61.114,16254,208,12,195048,116.18,2024-09-20 05:30:53,1
221.215.181.202,117.78.54.245,6369,58,3,19107,9.75,2024-09-20 20:10:24,0
36.27.111.105,196.193.215.53,5189,40,3,15567,12.47,2024-09-23 11:47:27,0
217.231.215.130,136.93.129.147,4577,36,4,18308,9.2,2024-09-20 21:13:21,0
118.74.22.73,25.255.236.245,5068,60,1,5068,12.28,2024-10-13 16:47:56,0
155.222.92.149,25.44.9.107,5307,45,4,21228,8.88,2024-09-29 23:28:51,0
21.21.73.225,63.134.25.181,3930,57,3,11790,11.83,2024-09-25 22:08:59,0
122.23.96.238,167.206.211.238,4912,42,5,24560,10.62,2024-10-02 09:48:50,0
41.18.142.74,193.178.19.91,13987,215,28,391636,73.76,2024-09-18 18:34:59,1
130.38.88.244,104.190.154.16,4486,54,1,4486,10.06,2024-09-22 17:26:36,0
21.104.15.159,60.69.153.110,5140,45,1,5140,9.16,2024-10-11 09:12:30,0
99.28.234.197,160.41.14.2,6097,63,1,6097,10.27,2024-10-13 00:04:59,0
21.112.116.54,115.161.6.112,4711,60,2,9422,6.48,2024-09-26 01:44:58,0
78.89.89.126,26.128.254.190,6021,48,3,18063,8.22,2024-09-18 17:33:09,0
172.71.153.235,217.228.65.160,4935,64,1,4935,10.17,2024-10-05 13:04:23,0
181.78.151.43,149.116.20.28,4863,46,3,14589,8.73,2024-10-06 21:31:34,0
118.49.213.248,157.253.207.234,3977,53,3,11931,9.54,2024-10-13 09:16:10,0
28.160.167.91,208.183.230.98,5438,58,4,21752,8.68,2024-09-21 18:55:49,0
195.154.12.196,170.109.10.207,5833,62,1,5833,10.04,2024-09-19 03:12:14,0
165.251.222.176,190.13.6.106,4303,43,2,8606,6.82,2024-10-08 22:43:56,0
169.65.158.169,24.219.175.180,4450,49,2,8900,8.4,2024-09-24 01:54:09,0
55.46.143.38,29.23.97.83,4504,60,5,22520,6.65,2024-09-29 10:19:17,0
48.179.106.109,57.86.128.111,3732,52,3,11196,8.41,2024-10-01 13:23:47,0
119.20.126.43,198.83.183.27,5482,30,2,10964,6.53,2024-09-21 22:34:21,0
108.170.238.151,185.66.4.83,4212,45,3,12636,10.27,2024-10-03 16:54:01,0
120.165.157.246,103.238.232.159,4618,54,4,18472,7.14,2024-09-19 00:18:56,0
222.23.193.150,67.35.202.39,4555,62,1,4555,10.71,2024-10-06 22:21:17,0
158.219.198.219,63.231.147.101,4117,56,3,12351,9.97,2024-09-27 20:20:45,0
50.213.164.166,215.119.209.84,6320,44,2,12640,8.51,2024-10-09 02:22:44,0
81.26.50.3,93.33.247.39,5279,43,2,10558,8.8,2024-09-27 21:59:14,0
96.172.156.141,178.5.110.58,4562,40,4,18248,11.81,2024-09-20 10:56:59,0
104.40.77.109,213.122.221.92,5430,56,3,16290,10.78,2024-09-29 06:03:27,0
10.15.91.4,11.100.46.210,5413,60,2,10826,10.33,2024-10-17 03:04:44,0
217.32.129.155,57.153.217.125,5264,42,3,15792,8.74,2024-10-04 12:03:43,0
220.50.6.227,141.94.156.86,4294,48,1,4294,9.91,2024-10-17 18:28:32,0
35.149.91.236,112.48.121.186,2590,56,3,7770,12.92,2024-10-02 09:51:00,0
58.10.98.187,57.175.198.39,4433,60,2,8866,9.87,2024-10-08 09:30:39,0
136.183.61.167,129.78.91.61,5548,46,1,5548,8.03,2024-10-11 10:57:33,0
133.144.117.31,130.65.23.136,3593,52,3,10779,13.26,2024-09-18 09:27:44,0
19.17.34.30,44.152.96.144,4699,48,2,9398,11.19,2024-10-01 18:45:13,0
114.136.120.92,125.213.66.225,3869,51,4,15476,11.69,2024-10-13 16:07:54,0
63.243.101.161,41.138.248.126,3918,19,1,3918,8.76,2024-10-14 17:11:44,0
143.182.31.239,157.136.161.96,5284,57,5,26420,9.7,2024-10-08 10:43:20,0
55.182.213.234,203.141.137.170,5994,65,5,29970,9.04,2024-09-28 15:07:17,0
7.249.32.135,154.87.24.64,5095,36,5,25475,6.93,2024-09-24 19:43:47,0
138.89.182.72,38.253.71.218,4469,54,4,17876,8.08,2024-10-14 17:40:20,0
22.101.181.14,186.108.246.129,4243,30,1,4243,11.76,2024-10-06 00:20:36,0
4.132.150.237,101.103.200.91,4896,42,2,9792,9.7,2024-09-29 20:31:23,0
217.31.251.212,164.26.157.146,6292,40,2,12584,7.87,2024-10-11 15:24:32,0
86.151.187.136,94.79.238.23,6283,45,5,31415,5.44,2024-09-26 17:29:26,0
101.203.81.54,103.59.118.113,4216,44,4,16864,9.4,2024-09-19 06:47:51,0
13.89.145.233,12.253.198.162,5230,43,3,15690,8.56,2024-09-24 14:04:44,0
176.222.12.197,213.209.112.60,4220,63,5,21100,12.08,2024-10-17 17:54:51,0
215.229.232.108,196.4.239.9,3782,64,1,3782,9.78,2024-09-24 21:19:52,0
189.57.34.254,129.152.209.95,4294,39,2,8588,12.85,2024-10-15 20:05:25,0
117.203.9.38,114.48.238.160,3676,48,4,14704,8.31,2024-09-29 07:00:39,0
115.30.219.220,47.105.170.162,5092,62,5,25460,8.08,2024-09-28 05:36:10,0
11.21.197.129,70.41.103.168,3321,57,4,13284,9.24,2024-10-05 15:17:44,0
172.187.70.219,23.160.205.168,6374,60,5,31870,9.39,2024-10-06 22:34:06,0
142.151.187.252,185.7.192.87,6069,33,4,24276,9.9,2024-10-05 12:39:55,0
140.174.138.174,121.31.152.134,4261,57,1,4261,9.26,2024-09-18 07:10:05,0
187.84.251.237,99.11.96.74,4977,64,5,24885,10.25,2024-10-15 10:57:34,0
11.195.213.122,18.163.152.215,4468,61,3,13404,11.72,2024-10-01 13:01:22,0
43.60.5.234,61.17.249.193,3019,63,3,9057,7.25,2024-10-11 20:16:40,0
124.63.252.186,166.37.220.123,22456,168,25,561400,61.17,2024-10-11 04:13:04,1
46.61.42.211,43.238.77.16,1901,77,2,3802,8.69,2024-10-01 07:17:54,0
112.115.27.216,195.201.159.193,6155,45,1,6155,10.17,2024-10-03 22:24:47,0
92.224.148.189,70.86.208.1,5843,44,1,5843,10.13,2024-09-21 20:13:42,0
32.2.178.2,20.29.234.121,5441,29,4,21764,9.1,2024-09-27 23:29:32,0
96.117.186.163,2.206.156.23,5457,36,2,10914,8.55,2024-10-11 02:48:53,0
151.17.223.3,81.163.228.65,4172,17,2,8344,11.04,2024-10-07 12:31:11,0
142.80.100.149,202.129.185.95,5298,51,3,15894,9.33,2024-09-28 18:08:19,0
174.127.206.205,28.156.80.237,4364,52,1,4364,8.25,2024-09-18 10:14:00,0
33.84.49.79,166.76.54.248,6048,49,3,18144,9.23,2024-10-14 15:41:56,0
185.212.80.13,208.91.238.232,6110,41,3,18330,8.19,2024-10-16 08:59:26,0
108.201.98.241,186.104.139.74,4540,46,5,22700,9.91,2024-10-08 01:32:24,0
136.52.123.160,169.21.7.69,4093,55,1,4093,9.15,2024-10-01 16:38:38,0
38.78.246.97,214.12.220.162,4195,49,5,20975,8.56,2024-10-13 06:22:03,0
219.94.59.55,78.158.89.77,5422,51,3,16266,6.77,2024-09-26 08:22:13,0
176.246.109.62,87.32.190.29,20152,178,38,765776,89.0,2024-10-11 23:59:03,1
